음식명
카르멘 톨텐 샤도네이(1병)
소주
맥주
막걸리
산사춘
백세주
매취순
복분자
음료
민물장어구이(소금/1kg)
민물장어구이(소금/500g)
민물장어구이(고추장/1kg)
민물장어구이(소금/500g)
유황오리 로스구이(1인/200g)
유황오리 훈제구이(1인/200g)
유황오리 주물럭구이(1인/200g)
유황오리 모듬구이(2~3인/600g)
유황오리 한방동충하초백숙(예약/2~3인/한마리)
생삼겹살(1인/200g)
공기밥
누룽지
제육볶음 철판 한접시(소)
제육볶음 철판 한접시(대)
오리주물럭 철판한접시(소)
오리주물럭 철판한접시(대)
오리훈제볶음 철판한접시(소)
오리훈제볶음 철판한접시(대)
장어구이 철판한접시(소)
장어구이 철판한접시(대)
단해정식(1인/2인이상/돌솥밥제공)
장어정식(1인/1인주문가능/공기밥 포함)
오리주물럭정식(1인/2인이상/공기밥 포함)
오리훈제정식(1인/2인이상/공기밥 포함)
갈매운탕(1인/2인이상/공기밥 포함)
제육정식(1인/2인이상/공기밥 포함)
청국장(1인/1인주문가능/공기밥 포함)
돌솥밥 변경
수초면
기스면
팔진탕면
청관냉면(여름)
볶음밥
새우볶음밥
잡채밥
마파밥
청관코스1(5인이상)
청관코스2(5인이상)
청관특 백짜장
삼선짜장
사천짜장
자장면
쟁반짜장(2인/2인이상)
자연 송이 짬뽕
삼선우동
삼선짬뽕
대하짬뽕
굴짬뽕(계절식사)
백짬뽕
삼선울면
해물뼈찜(大/3~4인분)
해물뼈찜(中/2~3인분)
해물뼈찜(小/1~2인분)
콩나물찜(大/3~4인분)
콩나물찜(中/2~3인분)
콩나물찜(小/1~2인분)
간장뼈찜(大/3~4인분)
간장뼈찜(中/2~3인분)
간장뼈찜(小/1~2인분)
해장국(1인분)
감자탕(大/3~4인분)
감자탕(中/2~3인분)
감자탕(小/1~2인분)
라면
우거지
수제비
감자
하늘채돌솥밥
매운낙지돌솥밥
해물돌솥밥
하늘채 모듬(800g)
한방 오리 백숙
생오리 로스(650g)
제주생오겹살(170g)
물냉면
한방 토종닭 백숙
제주생항정살(170g)
제주생가브리살(170g)
비빔냉면
소주
맥주
청하
백세주
산사춘
복분자
생막걸리
소성주
음료수
민물장어 1kg (2인분)
갯벌장어 1kg (2인분)
모듬수육
도가니수육
신선불고기
신선별미김치전
신선치즈감자전
신선찐만두(대/5개)
신선찐만두(소/3개)
레모네이드
설농탕
설농탕(대)
순사골국
순사골국(대)
어린이설농탕
어린이순사골국
도가니탕
명품갈비설농탕
명품한방갈비설농탕
고기듬뿍설농탕
백세설농탕
들깨설농탕
대관령황태설농탕
마늘설농탕
만두설농탕
떡만두설농탕
떡국설농탕
기본선지국
소양선지국
옛날선지국
소내장선지국
우거지갈비탕
옛날갈비탕
소양국밥
소머리국밥
어린이선지국
어린이우거지갈비탕
선지
우거지
소머리수육(3인)
소머리수육(2인)
등갈비시래기찜(3인)
등갈비시래기찜(2인)
시래기
소내장전골(3인)
소내장전골(2인)
양무침
선지부추무침
선지튀김
선지부침전
참치회기본(1인)
참치회모듬(1인)
실장추천스페셜
vip스페셜(1인)
참치초밥
참치특초밥
초밥정식(오후 4시 이전)
산낙지연포탕(1인/2인이상/오후 4시 이전)
산우럭매운탕(1인/2인이상/오후 4시 이전)
산우럭지리탕(1인/2인이상/오후 4시 이전)
회덮밥(오후 4시 이전)
벤뎅이회무침(1인분)
한치회무침(1인분)
병어조림(2인분)
갈치조림(2인분)
간장게장(kg)
벤뎅이회(大)
벤뎅이회(中)
병어회
준치회
모듬회(大)
모듬회(中)
모듬회(小)
A+한우 모듬스페셜(한근 600g)
A+한우 모듬스페셜(1kg)
한우 모듬한판(한근 600g)
한우 모듬한판(1kg)
암돼지 한 마리(1kg 국내산)
암돼지 한 마리(1kg)+한우육회세트(200g 국내산)
생삼겹살
생오겹살
생목살
생가브리살
생 갈매기살
생항정살
물냉면
코다리찜(2인분)
낙지볶음(2인분)
갈치찌개(2인분)
황태구이(2인분)
청국장(1인분)
제육볶음(2인분/240g)
돼지찌개(2인분/200g)
연잎 충조 전압탕(4인기준)
알찬 밥상 정식
단호박 떡갈비 정식
연근 새우장 정식
직화 쭈꾸미볶음 정식
양념 코다리구이 정식
단호박 떡갈비구이
연근 새우장
철판 쭈꾸미볶음
양념 코다리구이
왕새우 튀김(8개)
낙지 만두(5개)
샐러드
은수저 세트(4인이상)
백련 세트(4인이상)
아구찜 탕  소
아구찜 탕  중
아구찜 탕  대
옛날짜장
유니짜장
쟁반짜장(1인분)
삼선볶음밥
잡채밥
볶음밥
군만두
꼬마짜장(6세미만 주문가능)
해물짬뽕
돼지짬뽕
홍합짬뽕
순두부짬뽕
해물백짬뽕
황가버섯짬뽕
해물고추짬뽕
짬뽕밥 변경
매운맛 추가
세트메뉴1
세트메뉴2
세트메뉴3
세트메뉴4
세트메뉴5
미니탕수육
군만두(4개)
팔보채
고추잡채
유산슬
칠리중새우
깐풍중새우
마파두부
해물누룽지탕
깐풍기
양장피
탕수육(大)
탕수육(中)
탕수육(小)
연태고량주(大)
연태고량주(中)
연태고량주(小)
공부가주(大)
공부가주(中)
공부가주(小)
청도맥주
이과주
하얼빈맥주
맥주
소주
음료수
자장면
삼선자장면
삼선짬뽕
삼선볶음밥
마파두부밥
게살볶음밥
잡탕밥
찹쌀탕수육 (小)
찹쌀탕수육 (中)
찹쌀탕수육 (大)
깐풍기 (小)
깐풍기 (中)
깐풍기 (大)
깐소 / 크림 / 깐풍 중새우 (小)
깐소 / 크림 / 깐풍 중새우 (中)
깐소 / 크림 / 깐풍 중새우 (大)
차돌짬뽕
순대국
뼈해장국
곱창전골
안심 스테이크
런치 세트(2인)->총 6코스
빠에야
만죠안심 샐러드 피자
등심 스테이크
상그리아
감자채전 냉면정식
소고기장국밥
물냉면
뚝배기불고기
추어탕1인
추어탕2인
통추어탕
짱뚱어탕
돼지주물럭
돼지왕갈비(1인/300g)
삼겹살(1인/170g)
항정살(1인/170g)
수제소갈비(1000g)
수제소갈비(200g)
육회(1인/150g)
갈비살(1인/150g)
이동갈비(1인/130g)
고등어조림
갈비탕
소불고기
김치찌개
냉면
양푼비빔밥
잔치국수
갈비냉면
대구탕
생태탕
서대매운탕
조기매운탕
우럭매운탕
간재미매운탕
생물메기탕
마른물메기탕
꽃게탕
병어조림
갈치조림
묵은지고등어조림
바다아나고조림
낙지볶음
쭈꾸미볶음
밴뎅이무침
병어무침
밴뎅이회(소)
밴뎅이회(중)
병어회(소)
병어회(중)
모듬회(중)
모듬회(대)
한치무침
간재미찜
생물밴댕이무침
갈치구이
메기매운탕(小)
메기매운탕(中)
메기매운탕(大)
참게빠가메기매운탕(小)
참게빠가메기매운탕(中)
참게빠가메기매운탕(大)
참게빠가매운탕(小)
참게빠가매운탕(中)
참게빠가매운탕(大)
쏘가리매운탕(사전예약)
솥밥추어탕
솥밥추어정식(2인이상)
모둠튀김
추어튀김
인삼튀김
제주황게장
오리불고기
해물파전
어린이돈가스
영양솥밥
메기
빠가
참게(2pc)
새우
버섯
볶음밥
코다리 정식
매생이국
굴순두부
굴버섯돌솥밥
매생이굴전
매생이부침
굴부침
곤드레돌솥밥
굴육개장
매생이삼계탕
전복삼계탕
생굴회
생굴무침
굴해장국
매생이불고기
굴국밥
매생이떡국
매생이굴전골
매생이보쌈
수육
매생이칼국수
굴얼큰칼국수
매생이불낙전골
산채비빔밥
만두(5EA)
콩국수
냉면(물)
냉면(비빔)
곤드레추어탕
곤드레직솥밥
곤드레돌솥밥
굴버섯돌솥밥
매생이국
매생이갈비탕
굴순두부
굴해장국
굴육개장
매생이삼계탕
매밀막국수(냉)
매생이굴전
굴부침
추어튀김(中)
추어튀김(大)
뼈해장국
우거지해장국
감자탕(2인/소)
감자탕(3인/중)
감자탕(4인/대)
우리콩 감자탕(콩비지/2인/소)
우리콩 감자탕(콩비지/3인/중)
우리콩 감자탕(콩비지/4인/대)
등뼈찜(2~3인/중)
등뼈찜(3~4인/대)
감자탕 추가
야채볶음밥
공기밥
우거지
우리콩
감자
당면
수제비
라면
백세주
청하
맥주
소주
막걸리
음료수(콜라)
음료수(사이다)
음료수(환타)
곱창전골(大)
곱창전골(中)
곱창전골(小)
추가
버섯전골(大)
버섯전골(中)
버섯전골(小)
만두전골(大)
만두전골(中)
만두전골(小)
곰집곰탕
사골곰탕
소양곰탕
만두국
찐만두
육회
육회비빔밥
육회냉면
비빔냉면
물냉면
온면
막국수
사이다
콜라
환타
자연송이볶음
부추잡채
고추잡채
당면잡채
수신금
동구배추
청채굴고스볶음
게살스프
삼선마탕
산라탕
삼선탕
계란탕
궁보기정
라조기
황비홍기
깐풍기
마파두부
해분두부
새우두부
물만두
군만두
춘권
꽃빵
잡탕밥
마라관자밥
류산슬밥
마파두부밥
고추잡채밥
삼선볶음밥
새우볶음밥
잡채밥
양송이밥
볶음밥
삼선짬뽕면
삼선고추짬뽕면
고추짬뽕면
짬뽕면
삼선자장면
삼선간자장면
사천자장면
유니자장면
자장면
간자장면
삼선울면
옛날짬뽕면(백짬뽕)
굴짬뽕면(겨울별미)
중국식냉면(여름별미)
매운잡채밥
삼선짬뽕밥
삼선고추짬뽕밥
고추짬뽕밥
짬뽕밥
옛날짬뽕밥(백짬뽕)
굴짬뽕밥(겨울별미)
호유우육편
금전우육편
소고기난자완즈
소고기탕수육
탕수육
사천탕수육
라조육
궁보육정
황비홍육
난자완즈
부추잡채
고추잡채
오화구육
회과육
동파육
삼선우동면
기스면
세트메뉴1(공기밥별도)
세트메뉴2(공기밥별도)
연포탕(大/공기밥별도)
연포탕(中/공기밥별도)
낙지볶음(大/공기밥별도)
낙지볶음(中/공기밥별도)
낙지볶음(小/공기밥별도)
갈낙탕
낙지육개장
생선구이
낙곱뚝배기
낙불뚝배기
낙지비빔밥
불고기뚝배기
한우등심(예약/1인분/180g)
돌오겹살(1인분/180g)
해물전
꿈틀이회(1접시)
산낙지세꼬시(1접시)
볶음밥(1공기)
우동사리
곱창
불고기
산낙지(1마리)
메기(大)
메기(中)
메기(小)
메기·빠가섞어(大)
메기·빠가섞어(中)
메기·빠가섞어(小)
쏘가리(中)
쏘가리(小)
추가수제비
라면사리
소주
맥주
청하
백세주
음료수
복분자
공기밥
볶음밥
짜짱면
짬뽕
탕수육 대
탕수육 중
탕수육 소
명품삼계탕
전통삼계탕
전복삼계탕
능이삼계탕
옻삼계탕
능이오리백숙
오리볶음탕
토종닭볶음탕
옻오리백숙
옻토종닭백숙
오리백숙
능이토종닭백숙
토종닭백숙
공기밥
볶음밥
산낙지코스(3~4인기준)
활어회코스(3~4인가준)
산낙지철판(1인분/2인이상가능)
산낙지전골(1인분/2인이상가능)
박속연포탕(1인분/2인이상가능)
해물탕
해물철판
꽃등심(150g)
살치살(150g)
한우암소한마리(600g)
육회냉면(육회100g)
돼지왕갈비(250g이상)
웰빙쌈밥정식(목살100g/2인이상 주문가능)
육회(300g)
특사시미
사시미
저녁정식
스페셜챀치회
참치회
게살볶음밥
새우볶음밥
닭고기볶음밥
삼선볶음밥
잡채밥
잡탕밥
마파두부밥
고추잡채밥(피망)
삼선짬뽕밥
유산슬밥
짜장밥
공기밥
물만두(수제물만두)
군만두
찐만두
꽃빵(수제꽃빵/5개)
짜장면
간짜장
삼선짜장면
사천짜장면
쟁반짜장(1인/2인이상)
짬뽕
삼선짬뽕
사천탕면
삼선우동
어린이짜장면
유니짜장면
중국식냉면(계절메뉴)
굴짬뽕(하얀짬뽕/계절메뉴)
고추굴짬뽕(빨간짬뽕/계절메뉴)
곱빼기
등심탕수육(Small)
등심탕수육(Large)
찹쌀등심 탕수육(Small)
찹쌀등심 탕수육(Large)
사천탕수육(Small)
사천탕수육(Large)
광동식 탕수육(구로육/Small)
광동식 탕수육(구로육/Large)
등심고기튀김(Small)
등심고기튀김(Large)
피망고추잡채(Small)
피망고추잡채(Large)
삼겹살찜과 야채(동파육/Small)
삼겹살찜과 야채(동파육/Large)
짜춘권(예약)
소류완자(예약)
자장면
짬뽕
스페셜 정식(1인/2인이상/평일11:30-15:00)
점심 특선 정식(1인/2인이상/평일11:30-15:00)
전복물회
전복해물뚝배기
전복삼계탕
전복죽
활어초밥
전복초밥
모듬초밥
회덮밥
금 정식(1인/2인이상)
수 정식(1인/2인이상)
장 정식(1인/2인이상)
전복 정식
본 정식(평일)
랍스터전복구이
전복3미
산나물정식
해물파전
더덕구이
낙지볶음
골뱅이소면
제육볶음
홍어삼합
닭볶음탕
삼계탕
전기구이통닭
산채비빔밥(2인이상)
산채솥밥(2인이상)
감자전
도토리묵(소)
도토리묵(대)
떡갈비
인삼막걸리
낙지(볶음)덮밥
연포탕(中)
연포탕(大)
낙지전골(中)
낙지전골(大)
산낙지(中)
산낙지(大)
산낙지초무침(中)
산낙지초무침(大)
낙지해물파전
볶음밥
공기밥
칼국수사리
소주
막걸리
맥주
청하
백세주
산사춘
복분자
음료수
설렁탕
특설렁탕
갈비탕
도가니탕
꼬리곰탕
사골육개장
수제왕만두
냉면+왕만두2개 Set
"냉면(물,비빔)"
모듬수육(소)
모듬수육(대)
도가니수육(소)
도가니수육(대)
꼬리수육(소)
꼬리수육(대)
꽃게탕(大/공기밥별도)
꽃게탕(中/공기밥별도)
토종닭백숙(공기밥별도)
닭도리탕(공기밥별도)
두부버섯전골(공기밥별도)
더덕구이
도토리묵
해물파전
감자전
돌솥비빔밥
묵밥
해장국(공기밥별도)
산채비빔밥
순두부찌개(공기밥별도)
떡만두국(공기밥별도)
된장찌개(공기밥별도)
바지락칼국수(공기밥별도)
여름냉면(공기밥별도)
복분자
머루주
뽕주
오가피
대잎소리
맥주
소주
음료수
인삼동동주
한잔회
낙지
멍게
키조개회
해삼
점심정식
점심특정식
밀복(매운탕/大)
밀복(매운탕/中)
밀복(매운탕/小)
밀복(지리/大)
밀복(지리/中)
밀복(지리/小)
참복(매운탕/大)
참복(매운탕/中)
참복(매운탕/小)
복튀김
복껍질무침
볶음밥
벤뎅이구이
공기밥
희레주
참복(지리/大)
참복(지리/中)
참복(매운탕/小)
인천항 막걸리
돌솥밥영양갈비탕
영양갈비탕
우거지갈비탕
활전복갈비탕
설렁탕
식사류 돌솥밥
돌솥밥
공기밥
된장찌개
추가찬
이동갈비(250g/1인분 2대)
돼지왕갈비(300g/1인분)
돼지갈비(270g/1인분)
마늘생불고기(200g/1인분)
육회(150g)
소주
맥주
막걸리
청하
백세주
산사춘
복분자
매취순
음료
함흥냉면(물)
함흥냉면(비빔)
함흥회냉면
후식 맛보기 냉면(물)
후식 맛보기 냉면(비빔)
후식 맛보기 냉면(회)
냉면사리
칼국수
수제통만두
동태탕(덜맵게)
알내장탕(덜맵게)
내장
알
생생동태탕[모듬](덜맵게)
동태지리(덜맵게)
황태해장국(덜맵게)
알밥
동태전
동태전골(中/덜맵게)
동태전골(大/덜맵게)
알찜(덜맵게)
동태양념구이(덜맵게)
명태양념조림(小/덜맵게)
명태양념조림(中/덜맵게)
명태양념조림(大/덜맵게)
동태찜(中/덜맵게)
동태찜(大/덜맵게)
해물섞어찜(小/덜맵게)
해물섞어찜(中/덜맵게)
해물섞어찜(大/덜맵게)
해물탕(小/덜맵게)
해물탕(中/덜맵게)
해물탕(大/덜맵게)
아구찜(小/덜맵게)
아구찜(中/덜맵게)
아구찜(大/덜맵게)
알
고니
낙지
공기밥
볶음밥(2인이상)
라면사리
동태탕(약간얼큰한맛/기본맛)
알내장탕(약간얼큰한맛/기본맛)
생생동태탕[모듬](약간얼큰한맛/기본맛)
동태지리(약간얼큰한맛/기본맛)
황태해장국(약간얼큰한맛/기본맛)
동태전골(中/약간얼큰한맛/기본맛)
동태전골(大/약간얼큰한맛/기본맛)
알찜(약간얼큰한맛/기본맛)
동태양념구이(약간얼큰한맛/기본맛)
명태양념조림(小/약간얼큰한맛/기본맛)
명태양념조림(中/약간얼큰한맛/기본맛)
명태양념조림(大/약간얼큰한맛/기본맛)
동태찜(中/약간얼큰한맛/기본맛)
동태찜(大/약간얼큰한맛/기본맛)
해물섞어찜(小/약간얼큰한맛/기본맛)
해물섞어찜(中/약간얼큰한맛/기본맛)
해물섞어찜(大/약간얼큰한맛/기본맛)
해물탕(小/약간얼큰한맛/기본맛)
해물탕(中/약간얼큰한맛/기본맛)
해물탕(大/약간얼큰한맛/기본맛)
아구찜(小/약간얼큰한맛/기본맛)
아구찜(中/약간얼큰한맛/기본맛)
아구찜(大/약간얼큰한맛/기본맛)
동태탕(아주얼큰하게)
알내장탕(아주얼큰하게)
생생동태탕[모듬](아주얼큰하게)
동태지리(아주얼큰하게)
황태해장국(아주얼큰하게)
동태전골(中/아주얼큰하게)
동태전골(大/아주얼큰하게)
알찜(아주얼큰하게)
동태양념구이(아주얼큰하게)
명태양념조림(小/아주얼큰하게)
명태양념조림(中/아주얼큰하게)
명태양념조림(大/아주얼큰하게)
동태찜(中/아주얼큰하게)
동태찜(大/아주얼큰하게)
해물섞어찜(小/아주얼큰하게)
해물섞어찜(中/아주얼큰하게)
해물섞어찜(大/아주얼큰하게)
해물탕(小/아주얼큰하게)
해물탕(中/아주얼큰하게)
해물탕(大/아주얼큰하게)
아구찜(小/아주얼큰하게)
아구찜(中/아주얼큰하게)
아구찜(大/아주얼큰하게)
밴댕이 회무침(大)
밴댕이 회무침(中)
밴댕이 회무침(맛보기)
도토리묵무침
도토리묵무침(추가)
숫 꽃게장(추가)
암 꽃게장(추가)
직화돼지불고기(추가)
양념게장(추가)
강화 인삼막걸리
강화 쌀 막걸리
복분자주
강화 대잎소리
청하
소주(참이슬)
소주(처음처럼)
맥주(카스)
맥주(테라)
블랑1664
호가든
음료수(콜라)
음료수(사이다)
음료수(환타)
간장게장 암꽃게
간장게장 숫꽃게
밴댕이회 무침
직화 돼지불고기(2인이상)
계절 산채나물(2인이상)
솥밥추가
공기밥
꽃게탕(커플용/2인)
꽃게탕(大/3~4인/공기밥별도)
간장게장 암꽃게(大)
뜰안에 A코스
정원 B코스(예약)
안심스테이크
비프까스
함박스테이크
생선까스
한방삼계탕
한방전복삼계탕
한방오리백숙(예약)
한방오리백숙(전복추가시/예약)
토종닭볶음탕
오리로스
삼겹살(1인분/170g)
LA왕갈비탕
전복왕갈비탕
전복 추가 시
오블의 부침
프리미엄(1인기준/2인이상)
VIP(1인기준/2인이상)
로얄(1인기준/2인이상)
골드(1인기준/2인이상)
주방장(1인기준/2인이상)
참다랑어 머리(1인기준/2인이상)
눈다랑어 머리(1인기준/2인이상)
전복카니페(5마리)
새우장(10마리)
메로구이
새우튀김
햄버거스테이크
랍스타그라탕(1마리)
동해정식(2인이상)
참치정식(11:40~14:00)
생연어정식(11:40~14:00)
알탕정식(11:40~14:00)
대구탕정식(11:40~14:00)
동태탕정식(11:40~14:00)
알밥정식(11:40~14:00)
우동정식(11:40~14:00)
모밀정식(11:40~14:00)
참치초밥(11:40~14:00)
생연어초밥(11:40~14:00)
모듬초밥(11:40~14:00)
알탕(11:40~14:00)
대구탕(11:40~14:00)
동태탕(11:40~14:00)
참치 회덮밥(11:40~14:00)
생연어 회덮밥(11:40~14:00)
쭈꾸미등갈비
소고기샤브버섯전골
쭈삼철판볶음
생삼겹살 200g
돼지갈비 300g
항정살 300g
쭈꾸미숙회
쭈꾸미불볶음
[점심] 쭈돈불비빔밥
[점심] 바지락칼국수
[점심] 뚝배기불고기
[점심] 내장탕
한우등심(1+/450g)
한우등심(1++/450g)
한우채끝등심(1+/450g)
한우차돌박이(1등급이상/450g)
한우불고기(1등급이상/450g)
한우육회(1등급이상/250g)
한우안심(1+/450g)
버섯추가(1접시)
모둠(800g)
삼겹살(500g)
항정살(500g)
가브리살(500g)
목살(500g)
공기밥+된장찌개
상차림비용
한우국밥
한우불고기 정식
조선뚝배기(된장)
냉면
쇠고기 매생이국
사골 떡만두국
서리태 콩국수
김치찌개(2인이상)
코다리냉면
물냉면
만두
세트메뉴
해물탕(특대)
해물탕(大)
해물탕(中)
해물탕(小)
해물찜(특대)
해물찜(大)
해물찜(中)
해물찜(小)
아구탕(大)
아구탕(中)
아구탕(小)
아구찜(특대)
아구찜(大)
아구찜(中)
아구찜(小)
대구탕(大)
대구탕(中)
대구탕(小)
낙지찜
연포탕
산낙지
해물추가시
뚝배기해물탕
어린이돈까스
볶음밥
공기밥
계란탕
복분자
산사춘
백세주
청하
소주
맥주
막걸리
음료수
유진스페셜(12p)
특선(1)
특선(2)
특선(3)
특선(4)
광어 활어 초밥(12P)
생 연어 초밥(12P)
훈제 연어 초밥(12P)
장어 초밥(12P)
모듬 초밥(12P)
생 새우 초밥(12P)
생선 특 초밥(12P)
새우 초밥(12P)
생선 초밥(12P)
문어·한치 초밥(12P)
정종 대포(1잔)
광어 활어 덮밥
연어 덮밥
생선 특회 덮밥
한치 덮밥
참치 덮밥
장어롤
락앤롤
유진롤
우동+초밥(2P)
모밀+초밥(3P)
광어 초밥(2P)
생 연어(2P)
생 새우(2P)
장어(2P)
전기구이
삼계탕
백세주
산사춘
복분자
소주
맥주
청하
음료수
물냉면
물냉면(곱)
비빔냉면
비빔냉면(곱)
(매)비빔냉면
(매)비빔냉면(곱)
고기추가
사리추가(물)
사리추가(비빔)
사리추가(매운)
모둠만두
통새우만두
고기만두
김치만두
반반만두
굴림만두(고기)
굴림만두(김치)
굴림만두(반반)
음료수
공기밥
맥주
소주
갈비살(150g)
안창살(150g)
와규등심(150g)
생삼겹살(200g)
양송이
비빔냉면
물냉면
누룽지
소주
맥주
청하
매화수
백세주
산사춘
설중매
복분자
음료수
매운 갈비찜
쌈밥정식(2인이상)
갈비탕
청국장정식
논골된장정식
비빔냉면
물냉면
한돈수제왕갈비(250g)
한돈만수갈비(250g)
생삼겹(180g)
한우육회(250g)
소양념갈비(250g)
만수갈비정식(갈비 200g)
전복갈비탕+돌솥밥
전복갈비탕
우거지해장국+돌솥밥
우거지해장국
갈비탕+돌솥밥
갈비탕
육개장+돌솥밥
육개장
육회비빔밥
함흥물냉면
후식물냉면
돌솥밥
공기밥
함흥비빔냉면
후식비빔냉면
물비냉면사리
공기밥+된장찌개
소주
맥주
막걸리
음료수
청하
백세주
복분자
A세트(4인)
B세트(3인)
C세트(2인)
산꽃게탕(大)
산꽃게탕(中)
산꽃게탕(小)
꽃게찜(大)
꽃게찜(中)
꽃게찜(小)
산꽃게콩나물찜(大)
산꽃게콩나물찜(中)
산꽃게콩나물찜(小)
산꽃게무침(大)
산꽃게무침(中)
산꽃게무침(小)
산꽃게아구섞어찜(大)
산꽃게아구섞어찜(中)
산꽃게아구섞어찜(小)
아구찜(大)
아구찜(中)
아구찜(小)
연포탕(大)
연포탕(中)
연포탕(小)
간장게장
양념게장
산낙지볶음
산낙지
투명한 낙지 만두
세트메뉴
굴한접시
소쿠리보쌈(대)
소쿠리보쌈(중)
소쿠리보쌈(소)
고기추가
해물칼국수
대통만두
김치만두
아롱사태 만두전골(大)
아롱사태 만두전골(小)
소쿠리모듬
소쿠리 훈제오리(반 마리)
소쿠리 훈제오리(한 마리)
쭈꾸미 볶음
한우생등심
생갈비
불갈비
국내산 왕갈비
전통왕갈비
생삼겹살
버섯불고기
도가니수육
영양도가니탕
전복갈비탕
활복어코스
복어코스
정식A
정식B
정식C
활복
복지리
복매운탕
복된장국
복샤브샤브
복튀김
복찜
복불고기
복수육
특정식 (2인이상)
회정식 (2인이상)
활어초밥
갈치구이정식
고등어구이 정식
회덮밥
전복죽
제황상
(대표)수라상
(대표)아리정식
진정식
대게찜
문어보쌈
신선로
모듬회
문어숙회
해물탕
특품냉채
아리 갈비찜
궁중 너비아니
칠리새우
우삼겹 버섯말이 편백찜
수제 떡갈비
아리 금계찜
탕수육
생선가츠
산사춘
백세주
매취순
복분자
이강주
문배주
홍주
안동소주
찹쌀생주
아리랑막걸리
아리랑막걸리小
청하
소주
맥주
사이다
콜라
환타
선정식(평일/점심)
미정식(평일/점심)
대롱이 정식(평일/점심)
메기매운탕(小/2인기준)
메기매운탕(中)
메기매운탕(大)
섞어매운탕(小/2인기준)
섞어매운탕(中)
섞어매운탕(大)
빠가사리매운탕(小/2인기준)
빠가사리매운탕(中)
빠가사리매운탕(大)
어탕들깨칼국수
참게한마리
새우
사리
수제비
볶음밥
녹차 고등어 김치찜(소/2안분)
녹차 고등어 김치찜(중/3안분)
녹차 고등어 김치찜(대/4안분)
생고기 김치 전골(소/2안분)
생고기 김치 전골(중/3안분)
생고기 김치 전골(대/4안분)
우정 갈비 정식(런치메뉴/평일/am 11:00~pm 15:00/200g)
생삼겹살 정식(런치메뉴/평일/am 11:00~pm 15:00/150g)
갈비탕
꽃 갈비살(160g)
수제돼지갈비(250g)
수제돼지왕갈비
생삼겹살(180g)
황제목살(180g)
메밀 물 막국수
메밀 비빔 막국수
메밀 회 막국수
들깨옹심이
메밀전병
메밀왕만두
감자새우만두
메밀꽃막걸리
굴국밥
굴순두부
굴해장국
굴얼큰칼국수
매생이칼국수
굴매생국
굴 떡국
